21885;2019-01-03 13:00:00;716;145;1650
19473;2019-01-03 13:00:00;11692;125;1730
25925;2019-01-03 13:00:00;4634;120;1730
21885;2019-01-03 13:00:00;716;240;29336
30609;2019-01-03 13:00:00;1013;125;1730
25925;2019-01-03 14:00:00;4634;120;1730
19473;2019-01-03 14:00:00;11638;125;1730
21885;2019-01-03 14:00:00;716;240;29336
18588;2019-01-03 14:00:00;7489;125;1730
30609;2019-01-03 14:00:00;1013;200;18512
21885;2019-01-03 14:00:00;716;145;1650
30609;2019-01-03 14:00:00;1013;125;1730
18588;2019-01-03 15:00:00;7489;125;1730
25925;2019-01-03 15:00:00;4634;120;1730
21885;2019-01-03 15:00:00;718;240;29336
19473;2019-01-03 15:00:00;11584;125;1730
30609;2019-01-03 15:00:00;1013;125;1730
21885;2019-01-03 15:00:00;718;145;1650
30609;2019-01-03 15:00:00;1013;200;18512
19473;2019-01-03 16:00:00;11584;125;1730
18588;2019-01-03 16:00:00;7489;125;1730
21885;2019-01-03 16:00:00;718;240;29336
25925;2019-01-03 16:00:00;4634;120;1730
21885;2019-01-03 16:00:00;718;145;1650
30609;2019-01-03 16:00:00;1013;125;1730
30609;2019-01-03 16:00:00;1013;200;18512
18588;2019-01-03 17:00:00;7382;125;1730
19473;2019-01-03 17:00:00;11584;125;1730
25925;2019-01-03 17:00:00;458;120;1730
21885;2019-01-03 17:00:00;716;145;1650
21885;2019-01-03 17:00:00;716;240;29336
30609;2019-01-03 17:00:00;1011;200;18512
30609;2019-01-03 17:00:00;1011;125;1730
21885;2019-01-03 18:00:00;716;145;1650
21885;2019-01-03 18:00:00;716;240;29336
19473;2019-01-03 18:00:00;11584;125;1730
18588;2019-01-03 18:00:00;7382;125;1730
25925;2019-01-03 18:00:00;4634;120;1730
30609;2019-01-03 18:00:00;1011;125;1730
30609;2019-01-03 18:00:00;1011;200;18512
30609;2019-01-03 19:00:00;1011;125;1730
19473;2019-01-03 19:00:00;1153;125;1730
21885;2019-01-03 19:00:00;716;145;1650
18588;2019-01-03 19:00:00;7382;125;1730
30609;2019-01-03 19:00:00;1011;200;18512
21885;2019-01-03 19:00:00;716;240;29336
25925;2019-01-03 19:00:00;458;120;1730
18588;2019-01-03 20:00:00;7382;125;1730
21885;2019-01-03 20:00:00;718;240;29336
21885;2019-01-03 20:00:00;718;145;1650
19473;2019-01-03 20:00:00;11584;125;1730
25925;2019-01-03 20:00:00;458;120;1730
30609;2019-01-03 20:00:00;1009;125;1730
30609;2019-01-03 20:00:00;1009;200;18512
21885;2019-01-03 21:00:00;716;240;29336
18588;2019-01-03 21:00:00;7328;125;1730
19473;2019-01-03 21:00:00;1153;125;1730
21885;2019-01-03 21:00:00;716;145;1650
30609;2019-01-03 21:00:00;1009;200;18512
25925;2019-01-03 21:00:00;458;120;1730
30609;2019-01-03 21:00:00;1009;125;1730
19473;2019-01-03 22:00:00;1153;125;1730
25925;2019-01-03 22:00:00;4526;120;1730
21885;2019-01-03 22:00:00;716;240;29336
18588;2019-01-03 22:00:00;7328;125;1730
21885;2019-01-03 22:00:00;716;145;1650
30609;2019-01-03 22:00:00;1007;200;18512
30609;2019-01-03 22:00:00;1007;125;1730
19473;2019-01-03 23:00:00;1153;125;1730
21885;2019-01-03 23:00:00;716;240;29336
18588;2019-01-03 23:00:00;7328;125;1730
21885;2019-01-03 23:00:00;716;145;1650
25925;2019-01-03 23:00:00;458;120;1730
30609;2019-01-03 23:00:00;1007;125;1730
30609;2019-01-03 23:00:00;1007;200;18512
19473;2019-01-04 00:00:00;11476;125;1730
30609;2019-01-04 00:00:00;1007;125;1730
21885;2019-01-04 00:00:00;716;240;29336
18588;2019-01-04 00:00:00;7328;125;1730
30609;2019-01-04 00:00:00;1007;200;18512
21885;2019-01-04 00:00:00;716;145;1650
25925;2019-01-04 00:00:00;4526;120;1730
30609;2019-01-04 01:00:00;1007;125;1730
19473;2019-01-04 01:00:00;11476;125;1730
18588;2019-01-04 01:00:00;7328;125;1730
21885;2019-01-04 01:00:00;716;240;29336
25925;2019-01-04 01:00:00;4526;120;1730
21885;2019-01-04 01:00:00;716;145;1650
30609;2019-01-04 01:00:00;1007;200;18512
19473;2019-01-04 02:00:00;11422;125;1730
21885;2019-01-04 02:00:00;716;145;1650
18588;2019-01-04 02:00:00;7328;125;1730
21885;2019-01-04 02:00:00;716;240;29336
25925;2019-01-04 02:00:00;4526;120;1730
30609;2019-01-04 02:00:00;1005;125;1730
30609;2019-01-04 02:00:00;1005;200;18512
